customer_id,age,annual_income,employment_years,credit_score,debt_ratio,missed_payments_12m,loan_amount,interest_rate,prior_default,home_ownership,purpose,region,channel,application_month,default
CUST-00630,42,76848.52,3.0,646,0.423,0,12175.05,7.46,0,RENT,education,south,branch,12,0
CUST-00631,51,96234.05,6.8,780,0.3,0,42639.48,5.21,0,RENT,vehicle,west,partner,8,0
CUST-00632,48,134414.92,8.2,588,0.028,1,21162.09,7.64,1,MORTGAGE,debt_consolidation,south,partner,1,0
CUST-00633,35,67179.91,7.5,634,0.213,1,49918.65,7.07,1,OWN,home_improvement,north,partner,12,0
CUST-00634,32,240000.0,0.9,683,0.239,1,13787.56,7.16,0,MORTGAGE,education,north,web,11,0
CUST-00635,46,127746.6,9.3,763,0.155,1,22160.54,4.55,0,MORTGAGE,small_business,west,web,8,0
CUST-00636,42,106832.84,14.7,706,0.227,2,17635.81,6.09,0,MORTGAGE,medical,east,web,6,0
CUST-00637,58,92565.33,0.9,518,0.267,0,24521.89,9.16,0,MORTGAGE,medical,west,branch,2,0
CUST-00638,32,,6.8,669,,0,5073.15,8.56,0,MORTGAGE,debt_consolidation,west,partner,8,0
CUST-00639,40,93678.72,5.6,722,0.401,0,26514.38,6.77,0,RENT,debt_consolidation,north,branch,12,0
CUST-00640,49,55903.05,9.4,663,0.482,0,18625.58,8.44,0,MORTGAGE,vehicle,west,partner,10,0
CUST-00641,54,77098.6,3.3,611,0.174,0,37081.16,7.82,0,OWN,debt_consolidation,north,web,5,0
CUST-00642,32,33089.61,4.2,625,0.363,1,16631.62,8.5,0,RENT,vehicle,north,web,10,1
CUST-00643,39,71336.76,6.5,464,0.509,1,19558.82,9.8,0,MORTGAGE,small_business,north,web,10,1
CUST-00644,43,48500.11,7.0,638,0.168,1,15438.56,6.16,0,RENT,education,east,mobile,1,0
CUST-00645,26,58762.46,4.8,746,0.392,0,6653.22,5.13,0,MORTGAGE,vehicle,west,partner,1,0
CUST-00646,52,51838.41,2.3,606,0.346,1,3959.03,7.29,0,MORTGAGE,debt_consolidation,south,mobile,9,0
CUST-00647,54,52964.64,5.2,612,0.538,0,20404.83,9.99,0,RENT,medical,east,branch,1,0
CUST-00648,49,48008.72,7.5,691,0.286,1,9839.39,5.49,0,OWN,vehicle,west,partner,11,0
CUST-00649,56,42520.13,4.2,699,0.09,2,25607.06,4.2,0,RENT,vehicle,west,web,11,0
CUST-00650,34,53575.19,8.7,641,0.265,1,34189.12,5.92,0,RENT,vehicle,south,mobile,3,0
CUST-00651,45,96787.53,23.4,634,0.14,0,16181.21,6.2,0,RENT,debt_consolidation,south,web,9,0
CUST-00652,60,32549.65,5.0,642,0.438,2,10689.62,8.25,0,RENT,debt_consolidation,south,web,7,0
CUST-00653,41,76221.89,,693,0.508,0,42086.47,7.92,0,MORTGAGE,vehicle,west,mobile,8,0
CUST-00654,49,29919.91,7.4,612,0.358,0,22982.3,8.46,0,RENT,home_improvement,west,web,7,0
CUST-00655,22,40665.94,3.2,733,0.237,1,37990.51,5.16,0,OWN,debt_consolidation,south,branch,6,0
CUST-00656,26,38532.9,7.0,811,0.09,0,27809.72,3.5,0,RENT,vehicle,west,branch,12,0
CUST-00657,37,100536.79,2.3,516,0.26,1,49052.6,8.85,0,OWN,debt_consolidation,east,web,8,0
CUST-00658,50,160808.81,13.9,750,0.423,1,11342.46,7.36,1,RENT,medical,south,web,11,0
CUST-00659,53,50425.55,8.9,523,0.252,0,47627.04,10.32,0,OWN,debt_consolidation,south,mobile,10,1
CUST-00660,37,52512.57,2.6,685,0.33,0,14246.95,6.6,0,OWN,debt_consolidation,north,mobile,10,0
CUST-00661,48,113300.27,12.8,711,0.167,2,11117.43,5.11,1,RENT,home_improvement,north,web,4,0
CUST-00662,21,141730.58,3.0,652,0.257,1,16416.9,5.59,0,RENT,vehicle,south,branch,5,0
CUST-00663,50,44678.95,12.7,592,0.7,0,16652.16,10.46,0,OWN,small_business,north,web,10,1
CUST-00664,47,57451.87,9.4,791,0.468,0,22931.49,8.0,0,RENT,vehicle,south,web,8,0
CUST-00665,47,38941.49,6.2,752,0.543,1,35158.78,5.94,0,RENT,vehicle,east,branch,8,0
CUST-00666,39,56568.81,2.7,596,0.179,2,11395.11,7.79,0,OTHER,education,north,mobile,12,0
CUST-00667,39,87891.98,11.3,661,0.538,0,4033.4,7.62,0,OTHER,small_business,north,web,2,0
CUST-00668,48,43590.37,9.1,671,0.459,1,40119.03,9.32,1,MORTGAGE,small_business,north,web,3,1
CUST-00669,33,50392.66,15.0,654,0.582,0,24046.62,8.31,0,OWN,small_business,north,web,8,0
CUST-00670,46,82900.26,12.6,751,0.633,0,12077.85,5.67,0,MORTGAGE,debt_consolidation,east,web,6,0
CUST-00671,56,,3.3,719,0.51,1,37582.67,7.76,0,MORTGAGE,home_improvement,north,web,1,0
CUST-00672,55,39130.09,12.5,786,0.138,0,19404.04,3.5,0,OWN,vehicle,east,mobile,2,0
CUST-00673,47,61456.74,11.2,581,0.237,1,11033.36,5.84,0,RENT,debt_consolidation,west,web,2,0
CUST-00674,24,29199.16,4.1,695,0.756,1,8918.57,9.73,0,MORTGAGE,medical,south,branch,3,0
CUST-00675,29,140607.49,7.9,717,0.437,0,3485.05,5.13,0,RENT,debt_consolidation,north,web,10,0
CUST-00676,57,74997.04,5.1,603,,0,38611.77,5.61,0,MORTGAGE,debt_consolidation,east,mobile,9,0
CUST-00677,50,53970.21,17.1,670,0.167,1,22023.54,5.93,0,MORTGAGE,home_improvement,west,branch,2,0
CUST-00678,27,71169.11,9.0,740,0.265,0,29592.75,3.89,0,RENT,small_business,south,branch,10,0
CUST-00679,56,42951.32,3.4,642,0.247,0,22421.47,6.58,0,OWN,home_improvement,west,web,10,0
CUST-00680,29,22936.6,3.4,728,0.203,1,25140.62,5.53,0,MORTGAGE,home_improvement,south,partner,11,0
CUST-00681,47,39433.59,6.8,622,0.199,0,54669.36,6.95,1,OTHER,home_improvement,south,web,10,0
CUST-00682,36,30579.35,9.5,628,0.257,2,2896.75,8.3,0,MORTGAGE,debt_consolidation,north,web,11,1
CUST-00683,40,51254.51,11.9,804,0.239,0,11425.77,3.5,0,MORTGAGE,debt_consolidation,south,branch,11,0
CUST-00684,31,,6.3,633,0.262,0,34965.86,7.31,0,RENT,medical,north,branch,2,0
CUST-00685,33,67008.29,10.2,624,0.485,1,13345.23,8.39,0,,home_improvement,east,web,5,1
CUST-00686,38,67065.17,11.8,668,0.155,0,3668.83,4.34,0,OWN,medical,north,web,7,0
CUST-00687,30,61954.59,2.7,664,0.275,1,12921.72,7.38,0,RENT,education,south,partner,11,0
CUST-00688,29,84561.19,11.0,708,0.143,0,10884.27,5.51,0,RENT,debt_consolidation,south,mobile,3,0
CUST-00689,36,66314.94,2.0,604,0.252,1,18836.86,8.4,0,MORTGAGE,debt_consolidation,south,branch,5,1
CUST-00690,60,78427.51,11.4,650,0.267,0,23433.55,6.99,0,OWN,debt_consolidation,south,web,2,0
CUST-00691,41,33334.62,5.3,679,0.528,0,18046.5,7.55,0,MORTGAGE,debt_consolidation,east,branch,7,0
CUST-00692,41,50402.65,7.1,558,0.313,0,31087.82,9.04,0,MORTGAGE,debt_consolidation,east,web,5,0
CUST-00693,36,57260.26,13.1,815,0.059,1,12907.44,3.5,0,RENT,debt_consolidation,east,branch,11,0
CUST-00694,33,67882.94,11.0,647,0.168,1,51673.5,6.52,0,MORTGAGE,medical,west,mobile,1,0
CUST-00695,43,36035.43,16.8,787,0.477,1,24583.84,5.22,0,MORTGAGE,home_improvement,south,branch,9,0
CUST-00696,43,79186.07,4.3,624,0.209,1,10273.09,7.79,1,MORTGAGE,debt_consolidation,south,web,8,0
CUST-00697,50,43453.55,7.1,631,0.645,1,23669.1,10.21,0,MORTGAGE,vehicle,south,mobile,12,0
CUST-00698,58,36463.2,15.2,695,0.198,0,17177.74,6.04,1,RENT,debt_consolidation,south,branch,1,0
CUST-00699,45,31160.86,6.3,685,0.159,0,4846.91,7.0,1,RENT,vehicle,north,partner,4,0
CUST-00700,35,56811.26,2.7,738,0.316,0,30602.67,5.54,0,RENT,debt_consolidation,east,branch,10,0
CUST-00701,47,37404.18,11.3,594,0.112,2,5365.17,6.32,0,RENT,debt_consolidation,north,web,11,0
CUST-00702,23,26933.05,1.2,598,0.49,2,6399.73,9.45,0,OWN,vehicle,west,web,9,0
CUST-00703,61,54212.12,3.7,736,0.444,0,58315.0,8.24,1,MORTGAGE,education,east,branch,12,0
CUST-00704,41,53675.41,18.9,781,0.22,3,48882.71,4.95,0,RENT,debt_consolidation,east,web,11,0
CUST-00705,51,74315.14,17.6,680,0.451,0,62897.67,6.7,0,MORTGAGE,home_improvement,north,web,5,0
CUST-00706,38,101403.21,9.2,750,0.292,0,27386.76,4.32,0,MORTGAGE,debt_consolidation,south,web,7,0
CUST-00707,30,44914.29,,587,0.304,0,7205.66,8.55,0,MORTGAGE,small_business,east,web,10,0
CUST-00708,45,71260.07,2.1,486,0.333,0,7779.67,9.13,0,RENT,debt_consolidation,north,partner,10,0
CUST-00709,57,39662.71,22.7,674,0.714,1,69396.59,8.67,0,RENT,small_business,north,web,11,0
CUST-00710,49,47717.73,7.9,658,0.563,0,18450.96,9.3,0,RENT,medical,east,web,2,1
CUST-00711,21,107813.37,3.0,847,0.287,1,6823.64,3.84,0,RENT,home_improvement,east,branch,3,0
CUST-00712,37,57935.1,15.1,582,0.332,0,7139.81,8.41,0,RENT,debt_consolidation,north,branch,1,0
CUST-00713,38,169854.93,4.7,637,0.142,0,17442.27,7.15,0,OWN,debt_consolidation,north,web,9,0
CUST-00714,58,58823.89,18.4,742,0.462,0,22333.88,7.94,0,MORTGAGE,debt_consolidation,north,mobile,1,0
CUST-00715,24,42713.75,2.1,667,0.202,3,28671.47,8.23,0,MORTGAGE,debt_consolidation,west,branch,3,0
CUST-00716,36,22370.16,8.1,624,0.111,2,28916.06,5.53,0,RENT,education,east,mobile,2,0
CUST-00717,26,62348.87,7.1,563,0.369,1,12377.35,9.52,0,RENT,debt_consolidation,east,partner,7,0
CUST-00718,55,47720.72,12.8,653,0.523,0,23749.23,7.48,0,MORTGAGE,small_business,north,branch,2,0
CUST-00719,47,111972.19,29.0,744,0.468,0,6169.25,6.13,0,RENT,vehicle,east,mobile,11,0
CUST-00720,29,43654.2,8.7,748,0.781,0,10826.21,5.18,0,MORTGAGE,home_improvement,south,branch,4,0
CUST-00721,40,73829.81,5.6,688,0.302,2,41708.13,8.29,0,MORTGAGE,debt_consolidation,east,branch,4,0
CUST-00722,38,72556.6,6.3,591,0.216,0,28772.78,8.28,0,RENT,home_improvement,east,partner,7,0
CUST-00723,52,149118.62,7.0,644,0.3,2,25144.88,7.23,0,OWN,medical,east,branch,10,0
CUST-00724,37,36069.04,3.1,546,0.15,1,35961.52,7.54,0,MORTGAGE,debt_consolidation,south,web,1,0
CUST-00725,42,65778.08,18.1,627,0.193,0,28937.54,7.96,0,MORTGAGE,home_improvement,south,partner,9,0
CUST-00726,43,109436.42,4.4,715,0.279,2,15825.09,6.83,0,RENT,vehicle,south,mobile,3,0
CUST-00727,70,58140.1,6.8,639,0.247,2,19736.2,7.9,0,OTHER,debt_consolidation,east,web,5,0
CUST-00728,31,33814.41,2.9,643,0.172,2,6649.22,6.23,0,MORTGAGE,debt_consolidation,south,branch,2,0
CUST-00729,47,79154.14,10.7,662,0.47,1,4599.28,7.52,0,OWN,small_business,south,web,1,0
CUST-00730,35,75318.72,1.6,736,0.439,0,50680.31,7.44,1,RENT,education,south,web,12,0
CUST-00731,41,31422.35,2.4,663,,0,7264.75,8.77,0,RENT,debt_consolidation,east,partner,8,0
CUST-00732,53,29273.11,2.1,730,0.658,2,4370.79,8.14,0,RENT,home_improvement,east,partner,6,0
CUST-00733,42,36583.65,15.1,674,0.538,1,14553.39,10.74,0,MORTGAGE,education,south,mobile,4,0
CUST-00734,30,33343.41,4.7,624,0.03,2,14530.06,6.33,0,RENT,education,west,branch,6,0
CUST-00735,38,105458.06,18.5,765,0.259,1,54538.09,5.37,0,MORTGAGE,debt_consolidation,west,partner,6,0
CUST-00736,29,71440.94,6.1,543,0.418,2,21315.84,9.44,0,RENT,vehicle,south,branch,8,0
CUST-00737,29,61921.9,4.0,684,0.037,0,14283.68,5.13,0,OWN,debt_consolidation,west,branch,4,0
CUST-00738,51,91955.31,6.6,713,0.319,0,12510.92,6.03,0,RENT,education,east,web,11,0
CUST-00739,37,32640.39,7.5,721,0.383,0,8094.22,5.14,0,RENT,small_business,south,web,12,0
CUST-00740,26,33340.26,8.0,632,0.065,1,12140.12,7.33,0,OWN,education,south,branch,5,0
CUST-00741,41,91591.08,2.8,690,0.334,0,7983.42,7.3,0,RENT,vehicle,south,partner,9,0
CUST-00742,61,135542.66,1.1,578,0.234,0,21915.42,5.95,0,MORTGAGE,debt_consolidation,south,branch,5,1
CUST-00743,43,99129.42,3.9,625,0.624,1,14791.87,9.26,0,MORTGAGE,vehicle,north,web,6,1
CUST-00744,43,87121.62,3.1,726,0.048,5,11056.59,6.01,0,,vehicle,west,web,11,0
CUST-00745,46,64292.87,,687,0.674,0,52549.5,7.53,0,RENT,home_improvement,south,web,3,0
CUST-00746,44,55201.9,4.2,805,0.348,0,25443.26,4.65,0,RENT,medical,east,branch,7,0
CUST-00747,43,63075.34,5.7,688,0.239,1,17558.45,6.96,1,RENT,education,west,mobile,5,0
CUST-00748,50,30171.55,2.1,594,0.292,0,9657.43,6.41,0,RENT,medical,east,partner,4,0
CUST-00749,37,41849.23,11.4,601,0.316,1,39569.81,8.34,0,OWN,debt_consolidation,north,branch,9,0
CUST-00750,28,157651.35,6.8,676,0.381,2,4981.77,8.38,0,MORTGAGE,debt_consolidation,west,mobile,3,0
CUST-00751,37,38480.41,5.8,677,0.19,1,6273.08,7.23,0,RENT,home_improvement,south,web,12,0
CUST-00752,48,107970.39,18.1,701,0.188,1,10378.91,4.59,0,MORTGAGE,vehicle,south,mobile,6,0
CUST-00753,21,67703.12,3.0,610,0.276,1,9428.18,7.92,0,RENT,home_improvement,east,web,1,0
CUST-00754,51,84231.99,14.2,750,0.354,0,7448.14,5.07,0,MORTGAGE,medical,south,mobile,1,0
CUST-00755,46,129773.44,8.4,561,0.278,2,9765.36,8.35,0,MORTGAGE,education,west,web,1,0
CUST-00756,52,58869.83,10.4,708,0.451,1,54711.06,8.7,0,MORTGAGE,debt_consolidation,west,branch,11,0
CUST-00757,43,55520.53,13.8,522,0.77,1,20011.07,11.74,0,RENT,vehicle,west,mobile,12,1
CUST-00758,52,74762.42,4.7,624,0.277,0,15846.75,6.82,1,MORTGAGE,small_business,south,web,11,0
CUST-00759,36,45605.16,5.1,610,0.213,0,12130.99,7.26,0,MORTGAGE,debt_consolidation,west,mobile,11,0
CUST-00760,51,89331.78,6.9,598,0.261,0,11344.25,6.52,0,MORTGAGE,vehicle,east,web,2,0
CUST-00761,24,36312.65,3.0,628,0.303,1,11620.47,6.83,0,MORTGAGE,debt_consolidation,east,mobile,7,0
CUST-00762,46,161319.84,11.7,750,0.117,0,17656.23,4.34,0,OWN,debt_consolidation,south,mobile,8,0
CUST-00763,38,110523.49,14.4,678,0.045,1,18541.73,6.36,0,RENT,home_improvement,east,web,3,0
CUST-00764,32,51949.31,7.2,850,0.168,1,22919.03,3.86,1,,debt_consolidation,east,web,10,0
CUST-00765,45,78471.13,10.6,631,0.571,1,14474.4,9.87,0,MORTGAGE,small_business,west,web,5,0
CUST-00766,49,36471.16,7.4,643,0.775,2,11873.17,10.52,0,RENT,debt_consolidation,east,mobile,8,0
CUST-00767,41,68141.92,6.1,601,0.502,0,11428.11,7.93,0,MORTGAGE,debt_consolidation,north,web,11,0
CUST-00768,47,107473.28,12.3,602,0.321,1,23470.27,8.65,1,MORTGAGE,medical,south,web,5,0
CUST-00769,43,59774.67,4.9,699,0.295,2,58109.74,5.56,0,OTHER,debt_consolidation,west,partner,1,0
CUST-00770,45,53698.67,6.3,550,0.171,0,15355.48,8.11,0,RENT,vehicle,west,branch,4,0
CUST-00771,35,63795.11,4.6,632,0.394,0,19835.76,7.96,0,RENT,home_improvement,east,partner,4,0
CUST-00772,42,33859.36,1.6,719,,1,20058.98,8.69,1,RENT,debt_consolidation,north,mobile,10,0
CUST-00773,70,46037.43,3.3,614,0.118,1,7654.24,7.2,0,MORTGAGE,debt_consolidation,north,branch,7,0
CUST-00774,52,115526.53,12.4,584,0.29,1,15173.87,8.35,0,RENT,debt_consolidation,west,mobile,8,0
CUST-00775,31,25780.41,12.1,682,0.373,0,38782.26,7.91,0,RENT,small_business,west,branch,5,0
CUST-00776,36,71420.43,12.5,639,0.501,0,11531.35,8.93,0,RENT,vehicle,north,web,10,0
CUST-00777,42,114863.56,14.4,727,0.216,0,8405.11,4.91,1,MORTGAGE,vehicle,east,partner,6,0
CUST-00778,27,85049.89,9.0,670,0.092,0,8842.76,4.83,0,OWN,debt_consolidation,east,mobile,6,0
CUST-00779,21,30643.32,3.0,653,,1,8498.43,7.44,0,MORTGAGE,home_improvement,north,web,5,0
CUST-00780,30,58229.03,6.7,761,0.434,0,8007.03,5.29,0,RENT,debt_consolidation,south,mobile,1,0
CUST-00781,35,27986.98,4.2,807,0.169,0,14581.82,6.63,1,RENT,vehicle,south,mobile,5,1
CUST-00782,35,69181.98,10.2,738,0.396,1,16136.87,7.67,0,RENT,vehicle,west,web,8,0
CUST-00783,38,122306.36,8.9,569,0.474,1,19469.73,8.84,0,OWN,medical,north,partner,11,1
CUST-00784,62,48853.62,23.5,613,0.496,1,15811.44,9.04,0,MORTGAGE,debt_consolidation,north,branch,7,0
CUST-00785,22,56139.07,4.0,597,0.22,0,90000.0,7.48,0,MORTGAGE,debt_consolidation,east,web,2,1
CUST-00786,45,46021.96,11.4,713,0.455,1,19124.92,6.67,1,MORTGAGE,education,east,mobile,12,0
CUST-00787,38,64967.45,12.5,671,0.369,0,16631.56,7.55,0,RENT,debt_consolidation,east,web,12,0
CUST-00788,29,45495.11,2.5,567,0.128,0,16959.53,7.0,0,MORTGAGE,debt_consolidation,north,mobile,3,0
CUST-00789,40,36154.17,20.0,661,0.859,2,42417.4,11.64,0,MORTGAGE,small_business,east,partner,7,0
CUST-00790,51,58176.8,8.4,618,0.069,2,28037.8,5.85,0,MORTGAGE,vehicle,east,mobile,5,0
CUST-00791,70,73436.12,5.3,675,0.353,1,7835.95,7.15,0,OWN,medical,east,web,4,0
CUST-00792,32,102909.75,9.5,586,0.049,0,9615.62,7.42,1,OWN,debt_consolidation,west,web,4,0
CUST-00793,47,63432.51,11.7,620,0.167,0,15488.88,5.66,0,MORTGAGE,debt_consolidation,north,web,9,0
CUST-00794,44,56852.34,4.3,713,0.262,1,11195.47,5.72,1,MORTGAGE,debt_consolidation,north,web,4,0
CUST-00795,24,87617.8,6.0,843,0.803,0,17918.29,4.6,0,RENT,education,north,partner,5,0
CUST-00796,35,47094.66,10.2,641,0.361,2,6917.33,7.4,0,MORTGAGE,vehicle,south,web,1,0
CUST-00797,38,45898.12,10.9,631,0.715,1,47378.99,10.13,0,RENT,debt_consolidation,north,web,9,0
CUST-00798,39,54751.94,9.1,644,0.135,0,61250.49,5.4,0,OTHER,vehicle,north,mobile,3,0
CUST-00799,47,54101.4,7.5,552,0.744,0,28734.84,9.16,0,RENT,debt_consolidation,north,web,8,1
CUST-00800,26,44677.32,8.0,719,0.313,1,59604.69,6.4,0,RENT,debt_consolidation,south,mobile,5,0
CUST-00801,56,57421.0,3.7,556,0.601,0,64532.6,9.54,0,,debt_consolidation,east,web,3,1
CUST-00802,43,61282.37,2.4,539,0.214,2,18503.49,10.84,0,MORTGAGE,home_improvement,east,mobile,12,0
CUST-00803,37,121796.21,4.6,633,0.336,1,17637.23,9.15,0,RENT,debt_consolidation,north,branch,8,0
CUST-00804,37,136097.23,5.5,641,0.302,0,33633.0,5.38,0,MORTGAGE,small_business,east,mobile,9,0
CUST-00805,60,,6.2,655,0.094,0,15498.95,5.72,0,RENT,debt_consolidation,north,partner,8,0
CUST-00806,53,46635.14,6.7,660,0.438,3,28311.11,9.21,0,MORTGAGE,home_improvement,north,web,1,0
CUST-00807,34,108666.86,2.2,695,0.231,1,19348.71,6.22,0,OTHER,debt_consolidation,east,mobile,7,0
CUST-00808,53,102030.94,3.5,580,0.349,1,29318.49,8.28,0,OWN,home_improvement,west,web,10,0
CUST-00809,44,56658.08,2.7,670,0.704,0,13068.39,9.76,0,RENT,home_improvement,north,web,10,0
CUST-00810,40,,8.7,721,0.515,0,21647.05,4.58,0,RENT,medical,east,web,4,0
CUST-00811,21,122929.41,3.0,590,0.09,0,9288.76,7.29,0,MORTGAGE,education,east,web,5,0
CUST-00812,42,72688.34,5.1,748,0.313,0,16099.11,6.2,0,RENT,home_improvement,west,web,4,0
CUST-00813,21,68571.81,3.0,560,0.026,1,12052.32,7.2,0,RENT,medical,west,branch,1,0
CUST-00814,27,53380.15,6.3,692,0.487,1,16042.5,5.18,0,RENT,debt_consolidation,south,branch,12,0
CUST-00815,55,76830.91,1.1,790,0.233,1,31018.87,5.01,1,MORTGAGE,home_improvement,west,mobile,7,0
CUST-00816,46,66941.92,6.4,743,0.156,2,21153.14,3.85,0,RENT,debt_consolidation,west,partner,9,0
CUST-00817,45,85281.11,13.2,599,0.071,0,14364.15,8.12,0,OWN,small_business,west,web,12,0
CUST-00818,28,,10.0,735,0.299,1,23575.05,7.87,0,MORTGAGE,vehicle,east,partner,12,0
CUST-00819,42,40078.43,8.2,776,0.313,0,12131.51,4.11,0,,education,east,web,2,0
CUST-00820,36,125972.76,9.7,706,0.134,2,18610.63,7.65,0,RENT,home_improvement,north,mobile,6,0
CUST-00821,22,100274.96,4.0,629,0.343,1,21524.13,6.84,0,RENT,small_business,west,web,2,0
CUST-00822,61,78519.05,16.1,639,0.583,0,19888.75,8.41,0,RENT,vehicle,north,web,4,0
CUST-00823,45,61886.04,8.5,748,0.215,2,15925.99,4.98,0,RENT,home_improvement,south,partner,9,0
CUST-00824,46,101554.14,3.1,676,0.241,0,10101.57,6.06,0,MORTGAGE,home_improvement,north,mobile,7,0
CUST-00825,41,119410.95,3.4,608,0.514,1,33909.74,7.61,0,MORTGAGE,debt_consolidation,south,branch,4,1
CUST-00826,32,41317.8,11.5,579,,2,27578.16,10.15,0,RENT,debt_consolidation,south,partner,6,1
CUST-00827,29,54433.56,9.8,775,0.412,0,54450.4,4.02,0,RENT,debt_consolidation,west,branch,1,0
CUST-00828,43,58712.88,24.5,710,0.528,2,11574.55,7.81,0,MORTGAGE,home_improvement,east,web,2,0
CUST-00829,21,69914.15,3.0,695,0.283,1,35730.71,4.72,0,MORTGAGE,debt_consolidation,east,partner,4,0
CUST-00830,51,63122.03,6.4,475,0.702,1,16822.96,12.66,0,RENT,education,north,web,11,1
CUST-00831,21,,3.0,557,0.526,0,53655.13,9.75,0,OWN,debt_consolidation,north,mobile,12,0
CUST-00832,27,95308.73,3.4,694,0.306,3,83718.64,6.69,0,MORTGAGE,education,west,branch,12,0
CUST-00833,42,74644.61,5.8,671,0.299,1,7752.23,5.27,0,RENT,debt_consolidation,west,mobile,6,0
CUST-00834,34,117343.04,16.0,640,0.194,1,49079.35,6.94,0,MORTGAGE,debt_consolidation,south,mobile,7,0
CUST-00835,29,26990.36,,663,0.557,0,9964.84,8.05,0,MORTGAGE,home_improvement,north,web,10,0
CUST-00836,40,144058.91,,706,0.516,0,44369.18,6.27,1,MORTGAGE,debt_consolidation,north,web,7,0
CUST-00837,32,209552.01,4.2,623,0.265,0,26710.4,7.43,0,OWN,debt_consolidation,east,partner,11,0
CUST-00838,36,209547.47,15.1,588,0.68,0,18080.94,10.31,0,OWN,debt_consolidation,east,web,11,0
CUST-00839,50,70104.51,2.5,704,0.353,1,50055.65,5.36,0,RENT,debt_consolidation,west,web,5,0
CUST-00840,39,53412.03,8.6,589,0.375,0,29713.23,11.25,1,MORTGAGE,debt_consolidation,east,partner,3,0
CUST-00841,39,87076.54,,684,0.735,0,9047.97,7.03,0,MORTGAGE,debt_consolidation,east,web,5,0
CUST-00842,36,101368.88,5.1,702,0.685,0,34178.99,8.74,0,MORTGAGE,vehicle,north,branch,5,0
CUST-00843,37,55833.94,6.2,733,0.359,3,18155.21,6.7,0,MORTGAGE,medical,east,web,2,0
CUST-00844,46,22910.57,5.7,581,0.381,1,10087.86,9.63,0,RENT,home_improvement,south,web,6,0
CUST-00845,21,51798.49,3.0,668,0.189,1,22333.03,6.38,0,OWN,education,south,branch,12,0
CUST-00846,58,61000.78,3.6,681,0.161,1,13225.88,6.36,0,RENT,medical,east,partner,5,0
CUST-00847,33,117816.13,1.0,544,0.149,0,33772.77,9.1,1,OWN,debt_consolidation,west,partner,9,0
CUST-00848,43,62579.63,10.2,579,0.23,1,19829.34,8.23,0,MORTGAGE,debt_consolidation,south,web,8,0
CUST-00849,44,113105.77,10.1,603,0.033,2,5719.71,5.65,0,RENT,home_improvement,south,branch,1,0
CUST-00850,60,50200.76,2.9,737,0.276,0,15412.05,5.66,0,RENT,debt_consolidation,south,web,9,0
CUST-00851,45,,12.2,674,0.189,0,37508.95,4.11,0,RENT,debt_consolidation,south,mobile,2,0
CUST-00852,44,38487.2,12.8,767,0.561,0,26034.88,6.27,0,,debt_consolidation,north,mobile,8,0
CUST-00853,42,29781.77,10.5,589,0.25,0,11344.25,7.76,0,RENT,education,west,web,8,0
CUST-00854,50,85328.26,,699,0.446,0,17524.34,5.77,0,MORTGAGE,small_business,west,branch,12,0
CUST-00855,33,30217.75,4.2,672,0.393,1,10896.57,8.14,0,MORTGAGE,vehicle,west,branch,6,0
CUST-00856,43,82269.16,4.1,632,0.395,0,22847.41,8.09,0,OWN,debt_consolidation,east,web,8,0
CUST-00857,21,39271.53,3.0,642,0.436,1,6137.26,8.54,0,OTHER,vehicle,north,mobile,11,0
CUST-00858,56,155323.89,8.8,611,0.03,2,13876.04,6.91,0,RENT,vehicle,west,web,5,0
CUST-00859,37,77478.5,9.5,660,0.496,0,41732.3,8.57,1,OWN,vehicle,east,mobile,7,0
CUST-00860,44,64787.15,4.3,677,0.307,1,35584.28,7.27,1,OWN,medical,north,web,8,0
CUST-00861,21,50772.54,3.0,620,0.408,1,34327.31,8.51,0,RENT,medical,south,web,2,1
CUST-00862,22,83627.95,4.0,561,0.284,1,17572.99,8.78,0,MORTGAGE,vehicle,north,mobile,7,1
CUST-00863,59,115970.5,1.7,776,0.291,0,6411.88,6.24,0,MORTGAGE,vehicle,south,mobile,6,0
CUST-00864,55,32797.57,6.9,682,0.343,0,26890.95,6.43,0,RENT,debt_consolidation,south,branch,6,0
CUST-00865,49,64201.02,17.9,536,0.094,0,10520.99,8.95,0,MORTGAGE,debt_consolidation,north,mobile,3,0
CUST-00866,64,109686.64,2.9,778,0.576,0,20989.53,6.97,0,RENT,home_improvement,north,mobile,1,0
CUST-00867,52,99066.35,17.4,747,0.153,1,6137.06,4.05,0,MORTGAGE,home_improvement,east,partner,12,0
CUST-00868,34,136828.0,4.2,595,0.514,0,19023.35,9.8,0,MORTGAGE,debt_consolidation,south,partner,7,1
CUST-00869,60,127062.07,5.4,553,0.466,0,25752.01,9.32,1,MORTGAGE,medical,west,partner,6,1
CUST-00870,44,39358.09,13.0,683,0.371,0,5519.91,7.57,0,RENT,debt_consolidation,east,mobile,12,0
CUST-00871,32,90529.21,4.9,765,0.385,1,46956.27,5.76,0,RENT,home_improvement,east,web,12,0
CUST-00872,31,72245.22,9.0,650,0.317,2,46336.06,6.57,0,RENT,medical,north,mobile,12,0
CUST-00873,24,37060.87,6.0,705,0.327,1,51707.8,7.78,0,MORTGAGE,debt_consolidation,west,branch,10,0
