Age,Gender,Location,GameGenre,PlayTimeHours,InGamePurchases,GameDifficulty,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,EngagementLevel
40,1,1,2,12.479355171971337,0,0,17,131,7,13,0
47,0,1,1,14.990131945516424,0,0,6,42,96,17,2
27,1,1,2,4.494092065654096,0,0,14,149,1,44,0
26,1,1,0,7.455490712450115,0,1,5,11,88,29,1
27,1,3,4,16.54755988358801,0,0,14,12,78,6,2
29,1,3,2,16.633555864306633,0,0,10,74,40,33,2
30,0,3,4,6.57265316207123,1,2,17,117,35,39,0
21,1,1,1,13.987812961804888,0,0,5,57,79,11,1
34,0,1,3,15.671777569176305,0,1,2,165,36,4,1
32,1,1,1,2.638283507779258,0,2,2,50,17,28,1
39,1,1,2,22.846685678960693,1,0,11,136,86,34,0
29,1,1,2,10.695448645697471,0,0,18,158,32,11,0
38,1,3,3,13.42968264981608,0,1,18,165,95,19,0
34,0,0,0,17.452960896753243,0,2,0,156,73,32,1
44,1,0,4,11.198043367983589,1,0,18,33,29,45,1
15,0,1,2,7.665738097766777,0,0,0,168,61,48,1
34,1,0,1,10.319433815097463,0,1,7,70,64,30,2
35,1,1,4,15.627479833391211,0,2,17,36,42,10,2
49,1,3,3,15.557127918942442,0,2,17,133,33,44,0
37,1,3,4,23.310254232136817,1,0,16,168,10,21,0
42,1,3,0,19.175016509079384,1,1,1,76,86,16,1
39,1,0,0,1.6545242873520492,1,1,19,29,56,2,2
20,0,3,0,14.183151386818215,0,0,7,130,17,22,2
31,1,3,2,11.764023777792564,0,0,15,130,63,20,0
41,1,0,1,18.22609235242665,0,0,10,74,16,41,2
37,1,1,0,22.51549740059449,0,0,4,59,91,40,2
47,0,1,4,23.96269615232329,0,2,10,144,78,5,0
27,0,1,3,2.7736028346057724,0,0,4,89,16,34,2
43,1,1,0,14.591324510283613,0,1,5,48,7,46,1
31,1,1,2,19.115015560265118,1,2,13,28,86,20,2
41,1,3,3,18.923923174705145,1,2,11,36,74,39,2
24,0,2,4,17.96254131411645,0,2,19,143,2,29,0
18,0,3,2,7.579081872781843,0,0,11,124,17,39,2
31,0,3,0,18.31035923876137,0,0,5,175,51,8,2
42,1,1,0,14.181373707923823,0,0,5,66,9,48,2
17,1,0,0,2.7708939043705554,1,2,11,80,28,5,2
27,0,1,1,18.19660424347556,0,2,14,116,9,0,0
35,0,3,3,21.855863172601424,1,0,4,105,83,49,2
22,1,3,3,20.066485352281983,0,0,17,117,75,20,1
47,0,3,3,22.71784379474617,0,0,9,10,6,35,1
33,1,3,4,18.04048048774343,0,2,5,33,57,38,1
27,1,0,0,8.789607465076463,0,1,13,87,22,24,2
49,1,3,4,23.595256099650754,0,1,16,171,77,8,0
37,0,3,4,17.961274704006087,1,0,14,141,52,10,0
46,1,1,0,17.423519995310105,0,0,19,134,74,25,0
15,1,3,1,7.032998939301772,0,2,18,42,27,42,2
45,0,3,2,4.244116390750117,1,0,9,16,10,25,1
46,0,3,0,0.1376993832222366,0,2,9,167,23,5,0
28,0,3,3,14.865558515392229,0,0,14,157,6,21,0
48,1,1,0,9.975291002764926,0,1,5,11,2,25,1
38,1,3,2,7.203623711635077,0,0,4,133,52,36,2
22,1,1,1,12.082181787612544,1,0,7,79,46,32,2
19,0,3,3,3.5960682494514997,0,1,17,105,66,13,0
45,1,3,2,1.04699762187776,0,2,0,77,34,10,1
23,1,1,0,16.703989101900802,0,1,9,132,51,6,2
33,1,1,0,5.570998418915503,0,1,11,92,91,8,2
20,1,3,4,6.847600326430373,0,2,13,82,6,47,2
29,1,3,4,14.1675062530582,0,2,7,119,30,8,2
40,0,3,2,10.37333238178255,0,2,16,92,27,18,0
42,0,0,2,7.739884886122157,0,2,5,86,33,15,2
49,1,3,0,3.4207177430321325,0,2,15,160,6,21,0
35,1,0,3,7.691403587270165,0,0,4,163,6,9,2
36,0,3,2,1.33729519557357,0,0,17,119,45,43,0
48,1,2,1,2.255241772474556,0,1,5,72,49,45,2
33,1,0,2,4.285969546644719,1,0,10,69,77,7,2
36,1,3,3,22.63820548664155,0,0,12,127,1,12,0
16,1,3,3,13.561796514656496,0,0,4,127,10,22,2
22,1,3,0,9.127704628450244,0,1,17,95,54,11,0
15,1,1,1,22.468064822965083,0,2,14,76,99,43,2
41,0,1,4,14.361758661973354,0,2,10,148,72,38,0
34,1,1,1,15.60780005006821,1,2,2,142,25,42,1
28,1,1,3,2.323134342047472,0,1,15,31,85,22,2
22,0,0,0,7.234424677741173,1,1,5,57,17,30,1
17,1,3,0,9.091119101723589,1,0,13,88,53,41,2
43,1,0,0,22.01800618147001,0,0,11,17,85,38,2
27,0,3,3,22.14767970080865,0,2,5,85,66,47,2
48,1,3,4,21.130312510803837,0,2,15,40,62,47,2
48,0,0,3,18.258497659108805,0,0,8,120,30,3,2
41,1,2,1,9.365085104690513,0,0,3,168,14,3,2
45,0,3,2,5.351081994800286,0,2,7,47,83,16,2
37,1,3,0,16.57074139046874,0,2,1,154,78,5,1
23,1,3,3,9.892897712306148,0,0,1,98,36,42,1
28,1,1,4,3.990218592624292,0,2,0,17,7,45,1
19,1,1,3,13.126480876493448,0,0,13,99,67,27,2
27,1,3,2,4.722940459574102,0,2,0,56,53,43,1
45,1,3,4,4.115554665255519,0,2,3,71,65,22,1
18,0,3,1,9.247036479984295,1,2,14,151,54,45,0
26,0,3,2,0.0963914971664214,1,0,9,145,80,27,2
42,0,1,4,8.73337033806998,0,0,17,52,70,44,2
45,0,1,0,18.2205658987926,0,0,15,157,45,19,2
35,1,3,2,1.4222142128105275,0,0,0,79,47,11,0
37,1,1,4,17.17266598367986,1,0,16,22,29,48,2
43,0,0,4,2.291786952553972,0,0,12,52,54,38,2
35,1,1,4,18.980545182713264,0,2,14,95,5,37,1
15,0,3,4,4.512570333673311,0,0,12,51,76,40,2
49,1,1,2,7.980311255232815,1,0,0,113,95,39,1
42,0,1,4,10.741071969701494,1,1,13,139,64,13,0
27,1,3,1,5.14842726447539,0,1,7,49,29,28,2
34,1,3,1,12.327723215229774,0,1,0,168,79,23,1
26,0,3,0,10.151744845184416,0,0,16,94,27,6,0
23,1,2,1,19.555385003075408,0,2,1,157,73,35,1
46,1,1,4,20.40041289800769,0,2,13,168,77,6,0
15,1,0,3,6.532613361331693,1,0,6,49,17,42,1
33,1,1,1,4.1165312066465685,1,0,16,130,18,36,0
41,0,1,4,21.733270544508983,0,1,2,115,61,16,1
26,1,3,2,1.0058940245562449,0,0,0,87,16,35,1
20,1,2,0,10.744771021423524,1,0,12,127,45,47,0
16,0,2,2,0.0418457691453131,1,2,1,122,85,30,1
17,0,1,1,11.375673037411495,1,2,11,67,26,48,2
20,0,2,2,15.321499027864668,0,2,1,140,85,30,1
17,0,2,1,2.101060618956155,0,1,12,175,19,22,0
40,0,0,2,17.9853372574533,0,2,2,145,74,31,1
29,0,3,0,3.922178491528768,0,0,11,69,57,37,2
33,0,3,3,3.819763822230944,0,0,15,69,47,25,2
41,1,1,4,19.406166092056115,0,1,9,19,44,16,1
27,1,1,3,6.705783820203704,0,2,5,30,25,48,1
36,1,0,2,19.57777326299493,0,2,10,63,34,3,2
16,1,1,2,15.80149286394074,0,0,12,89,93,16,2
25,1,0,0,17.183306953687914,0,0,18,27,5,33,2
46,0,3,4,9.629381926772105,0,2,16,154,10,6,0
44,1,0,2,5.723136822572195,1,0,17,116,40,29,0
23,0,0,3,2.5084619134687367,0,2,10,34,93,42,2
35,1,1,4,4.832294472866535,0,0,7,11,97,22,1
28,1,0,1,9.739043528026656,0,1,18,131,9,15,0
49,0,0,0,10.63832725199811,0,0,0,90,19,36,1
21,0,0,0,18.805576000241253,0,0,11,46,84,23,2
27,0,3,0,10.047310312892476,1,0,10,56,53,34,2
49,1,1,1,1.523486473377905,0,2,1,32,8,34,1
41,0,3,2,16.672826547979717,0,2,11,62,46,9,2
44,1,1,0,17.283950781152992,0,1,11,159,58,19,0
44,1,3,1,20.035497673055552,0,0,11,97,90,19,2
41,0,2,2,21.561213051631874,0,0,8,172,15,2,2
45,0,0,0,9.947142199962856,1,2,7,64,76,9,2
44,1,2,1,8.45262471229368,1,0,15,59,3,43,2
29,0,3,2,15.48394289810168,0,2,5,80,66,37,2
35,1,3,0,15.277509285134837,0,0,3,41,4,18,1
28,1,0,4,1.5612840807539712,0,0,1,23,58,5,1
47,1,3,4,14.145645704933276,0,0,9,63,74,22,2
33,1,2,1,21.685103020800277,0,0,13,87,34,26,2
48,1,1,2,8.299707138329207,0,0,8,65,82,40,2
35,0,0,3,5.719288673851351,0,0,11,125,53,38,0
43,1,3,1,19.279850818573017,0,0,15,133,16,12,2
46,0,3,4,16.877534928628705,1,2,5,133,94,36,2
33,1,2,4,0.648782334486218,1,0,17,43,80,4,2
23,0,3,3,9.94575376737176,0,0,5,10,74,37,1
36,1,1,4,23.397731730157417,1,0,6,140,96,26,0
48,1,1,1,16.172741683046212,0,0,7,114,5,23,2
42,1,3,1,15.813097884731324,0,2,2,121,69,22,1
28,1,3,3,3.334734838454641,0,2,12,78,68,42,2
35,1,3,0,7.780799195812884,1,0,18,61,83,47,2
45,1,3,0,15.369641311143049,0,1,5,119,41,36,2
42,0,3,2,1.104629455351259,0,0,11,115,65,33,2
29,1,2,2,3.817599795872789,0,0,4,71,15,49,1
41,1,2,0,19.29940405005411,1,0,19,14,96,2,1
36,1,3,2,19.790046484666725,0,2,16,32,72,22,2
32,1,1,0,1.841667602970099,0,2,7,72,94,6,2
39,1,2,2,14.83992971819822,0,0,6,46,8,46,1
43,1,1,3,9.61888030835258,0,0,5,149,61,15,2
39,1,1,0,17.64947627032883,0,0,5,54,70,25,2
47,1,0,2,15.756260254170131,0,2,14,15,51,47,2
46,0,3,4,11.812792394067182,0,0,14,165,57,8,0
42,1,0,4,21.9033550025904,0,2,6,14,87,25,2
44,0,1,2,17.637843661184224,0,1,8,162,71,45,1
44,1,0,1,20.130585013266906,0,0,13,14,56,5,1
36,1,0,3,5.9110547501608455,0,2,15,91,43,7,2
44,0,1,4,8.165090654427129,0,0,0,75,37,35,2
18,1,0,2,18.513306366474666,1,1,12,150,95,13,0
23,1,0,4,12.338825283549845,1,2,2,92,24,47,1
43,0,3,1,0.6591869141414985,0,1,19,31,89,25,2
38,0,3,0,2.831631290334739,0,0,13,178,15,21,0
45,0,1,4,15.634314691922263,1,0,9,148,31,47,2
30,1,1,3,15.391718235548693,0,2,18,92,59,39,0
34,1,2,3,9.313166290346532,0,0,3,18,69,48,1
27,1,3,1,2.828122582486495,0,0,9,82,92,27,2
45,1,3,1,7.398183078039548,0,2,17,167,20,21,0
43,1,3,2,22.30776875854591,0,0,13,139,41,31,0
37,1,2,0,7.967459913121363,0,0,13,141,45,42,0
23,1,3,0,14.32436173562504,0,0,1,114,5,41,1
32,1,1,4,21.244265505305144,0,0,12,13,13,40,1
29,1,3,2,5.268548786506785,0,0,10,66,89,25,2
18,0,0,1,10.895297024227997,0,1,8,165,86,24,0
43,0,3,4,2.62813554123804,0,0,7,64,34,41,2
35,1,3,3,9.227696065457012,0,2,5,163,17,29,2
20,1,2,0,17.423607407669415,0,1,0,146,87,31,1
17,1,1,2,7.0038779216553335,0,2,5,121,62,41,2
45,0,1,2,1.3445031491771848,0,0,5,87,12,44,2
48,0,1,1,8.963283490974463,0,2,11,31,94,9,2
43,1,3,3,15.53951670139764,0,2,11,13,46,22,1
40,0,3,1,2.573578047639696,0,2,8,13,37,30,1
23,0,1,1,0.3918901482343742,0,1,8,155,16,48,2
49,0,2,2,10.903197709908106,0,2,8,41,33,0,1
28,1,1,4,1.5396062083769122,1,0,4,24,24,42,1
16,0,0,0,21.35959740015629,0,0,9,162,43,31,0
23,1,3,1,2.3249373241135576,0,0,11,118,91,16,2
30,1,0,2,2.562445152328463,1,2,6,165,90,3,2
17,1,1,4,22.81669278291016,0,1,19,61,90,24,2
41,0,2,2,21.779632765295755,0,2,17,22,54,7,2
26,1,3,2,17.85121641995254,0,0,18,156,3,35,0
35,1,0,2,21.226980598691107,0,1,0,84,45,26,1
46,0,0,3,12.014598927390397,1,2,9,62,9,3,2
27,1,3,1,1.445864720107462,0,2,14,79,20,25,0
28,1,3,3,14.677492547542045,0,0,15,110,12,13,0
30,1,2,3,17.056944596939058,0,0,6,108,57,10,2
33,0,3,2,1.1778779024715238,0,1,18,151,38,10,0
32,0,1,2,15.472656506699789,1,0,16,62,51,49,2
48,1,1,2,6.465600685127461,0,0,14,159,21,33,0
38,0,3,4,13.49019139412761,1,1,4,49,79,28,1
48,1,3,3,16.199511562257907,0,0,16,42,53,46,2
40,0,3,3,3.4272620501281352,0,0,13,140,98,42,0
32,0,1,2,21.64637132487525,0,0,5,13,87,19,1
34,0,0,2,16.883069499480428,0,0,2,15,43,3,1
36,1,1,3,17.826376130240206,0,1,10,11,26,49,1
24,0,1,0,4.904836465763442,1,0,17,12,67,7,1
27,0,1,2,7.471277562597159,0,2,8,91,6,11,2
18,1,1,0,14.531889470342175,0,2,1,121,90,47,2
31,1,2,0,12.64288890204032,0,0,16,128,90,9,0
17,1,1,1,12.26208431218673,0,0,2,157,47,5,1
20,0,3,4,6.493489223623383,0,1,17,32,63,13,2
17,0,0,1,7.723068948656273,0,0,16,12,71,21,1
31,0,2,1,17.318083906146917,0,0,7,125,43,13,2
19,0,3,3,21.15648916633617,0,1,10,153,11,32,0
28,1,1,0,5.591561443492794,1,1,18,63,37,9,2
24,0,1,0,6.0435406964524025,0,0,4,61,14,37,1
45,1,3,4,16.927863734369172,0,2,11,41,62,23,2
17,0,2,3,6.313205631325494,0,2,1,99,35,24,1
29,0,3,4,8.01614575321631,1,2,18,80,25,39,0
25,0,1,2,17.87515933466564,0,1,0,162,62,19,1
20,1,3,1,0.6686695545548833,0,0,7,132,46,42,0
17,1,1,4,5.953509580484168,0,2,7,121,56,6,2
39,1,3,2,7.818772800839886,0,0,7,16,71,28,1
36,0,1,3,20.726844634428616,0,1,9,97,51,31,2
31,1,1,2,3.897712180881456,0,2,16,60,27,42,2
25,1,3,0,12.608305644218785,0,0,18,161,89,44,0
17,1,3,2,6.938466656609776,0,0,5,25,54,15,1
47,0,1,2,21.45678260651541,0,0,1,165,36,47,1
15,1,1,2,23.650829044653268,0,0,14,108,66,6,2
42,1,1,0,11.232676635934684,0,0,1,153,24,42,1
17,0,3,3,11.597903846244924,0,2,9,176,66,32,0
39,0,0,4,8.545386242165716,0,2,15,84,47,40,2
34,1,3,0,23.61170413225217,0,2,7,46,89,6,2
27,0,1,1,7.8378558033093375,0,0,8,83,64,12,2
27,1,0,4,3.949575170335648,0,2,12,15,93,13,1
43,1,3,2,14.601280926941357,1,2,14,77,64,41,2
43,1,1,1,19.572670340133243,0,2,7,177,62,9,2
34,1,2,4,0.0964163550137726,0,2,7,56,76,13,2
15,1,0,0,21.50607960630475,0,0,15,132,35,34,0
30,1,1,3,3.3938833397884203,1,0,11,113,22,25,0
38,1,1,3,10.442913063501496,1,0,19,141,51,11,0
21,1,1,3,7.963892067635492,1,1,9,78,97,20,2
47,1,0,3,12.729375294725903,1,0,12,16,97,1,1
48,0,3,4,23.28908303219107,0,2,11,123,97,13,2
30,1,3,1,23.03933306850607,0,0,18,141,59,0,0
24,1,1,4,9.991110752871707,0,1,1,174,87,12,1
38,1,3,4,22.08538357950193,0,0,5,144,76,10,2
26,1,0,0,13.464638255157848,1,2,3,83,41,12,1
42,1,0,4,23.1703104341912,0,0,6,177,91,39,2
49,1,3,0,10.66015787425113,0,2,14,92,48,33,2
16,1,2,2,17.047608389919294,1,1,5,172,11,37,2
34,0,3,0,14.340808835133902,0,0,19,114,69,37,0
48,1,0,4,7.399454132805048,0,0,17,37,91,1,2
34,1,1,0,23.84997043443822,0,0,13,121,23,10,0
43,1,1,3,3.4400946723252988,0,0,16,110,30,47,0
45,0,3,1,19.830485313990323,0,0,17,179,99,34,0
43,1,1,4,3.927140936584169,0,0,3,24,11,0,1
36,1,0,4,8.84027601508535,0,0,15,174,56,13,0
24,1,1,1,18.03903239851972,0,2,5,52,46,34,2
16,1,3,4,6.02197746161461,0,0,12,125,89,45,0
38,1,1,2,0.6314380605249141,1,0,7,44,51,47,2
40,1,3,3,8.267147481384054,0,0,2,33,81,7,1
17,0,3,0,11.860578701955005,0,0,10,20,19,48,1
23,0,3,0,3.9542751860872176,0,2,12,76,61,24,2
30,1,2,2,9.709338403786909,0,2,5,65,13,5,2
41,1,1,4,2.581689382089808,1,2,11,25,45,4,1
31,1,2,4,8.194746613771507,0,0,2,41,53,32,0
45,0,3,3,11.862781438523069,0,2,8,47,5,46,2
48,1,0,0,4.51746543494714,0,2,9,164,3,32,0
16,0,0,1,16.147651782330524,0,1,5,23,63,5,1
32,0,0,4,2.6488512703094558,0,0,16,178,73,13,0
22,1,0,0,22.13889453839863,1,1,6,18,66,28,1
39,1,3,0,8.477974757676108,0,2,0,51,54,21,1
16,0,2,1,8.679676309474782,0,0,6,49,33,24,1
21,0,0,3,21.970559863845445,0,0,13,156,27,25,0
34,0,3,1,2.5563403902778905,0,0,4,40,11,0,1
21,0,1,2,14.407117419920528,0,0,11,20,48,40,1
41,1,0,4,9.594222996183824,0,2,1,141,88,48,2
17,1,3,2,17.305074256137104,0,2,10,130,47,19,2
17,1,3,1,2.235404120120464,0,1,15,88,93,35,0
23,0,1,4,9.477226328727475,0,1,19,67,33,0,2
30,0,0,2,7.646330720436807,0,1,8,14,12,22,1
27,0,1,0,3.1478711929843675,0,0,11,149,95,42,0
17,1,3,4,8.390281120910874,0,1,6,91,19,8,2
47,1,0,4,22.57770627330973,0,2,16,155,22,1,0
21,1,1,4,18.39280206758728,0,1,11,123,1,38,2
19,0,3,0,4.958459084191238,0,2,2,127,33,6,1
23,0,3,0,13.579095503071276,0,0,7,160,96,39,2
43,0,0,1,17.776299218129992,1,1,1,79,33,21,1
28,1,2,1,19.212636187299385,0,1,15,31,95,45,0
24,1,0,2,23.323667473054545,0,2,8,63,56,24,2
26,0,0,1,20.16061842993064,0,0,7,136,98,18,2
41,1,1,0,17.913310869476398,1,0,10,120,75,17,2
26,1,1,4,4.022605843380929,0,2,1,109,27,31,0
16,1,3,2,16.605922254964852,0,2,18,93,64,40,0
23,1,0,4,9.828150057782016,1,0,1,134,77,12,1
21,1,3,3,13.31689349140521,0,0,13,70,37,33,1
37,1,0,1,2.547689091331205,1,0,13,150,80,5,0
27,1,2,3,21.513841369161604,0,2,6,136,2,16,2
18,1,1,1,21.62447847257509,0,0,4,82,6,41,1
40,1,0,1,20.958062896861883,0,0,7,133,39,34,2
30,1,0,3,11.67862571924119,0,0,5,109,38,46,2
48,1,3,1,14.614561539491,0,1,10,104,73,8,2
17,1,2,2,6.780719139114223,1,0,15,71,78,19,1
20,1,1,1,0.8970173129398376,0,1,14,59,13,22,2
40,1,3,0,0.4117148033404261,1,0,15,141,42,41,0
42,0,0,3,0.5095692632330762,0,0,17,111,49,13,0
30,0,1,4,11.618117561576526,0,0,0,163,7,9,1
37,1,3,1,15.088266774103763,1,2,18,162,4,17,0
38,1,3,2,7.078282235638139,0,0,10,46,42,1,2
36,1,0,1,5.866785689404671,0,2,8,110,39,30,2
44,0,3,2,14.890498787706449,0,0,9,29,80,35,2
33,0,3,3,7.166426934914983,0,0,2,77,26,7,0
15,1,0,0,15.270586659919818,0,0,18,95,90,36,0
38,1,1,4,13.729954985368456,0,0,4,108,14,39,2
17,1,0,4,12.621741689033676,0,0,2,52,11,27,1
37,1,3,1,2.8276814109665045,0,2,14,148,3,37,0
17,0,1,0,2.777548437842652,1,2,2,170,97,47,2
34,1,3,2,5.516147418866474,0,0,5,100,46,16,2
44,0,3,0,13.368481143531731,1,0,1,164,73,4,1
35,1,2,0,3.2329701398638413,0,1,13,131,95,0,0
35,1,3,1,13.97838779068524,1,0,7,60,52,40,2
19,0,1,2,13.532349495443423,0,0,13,119,11,32,0
29,1,3,2,23.68079284967375,0,0,17,131,56,8,0
37,1,1,4,9.463566948165251,1,0,9,148,36,46,0
15,0,0,4,6.8579485935939655,0,0,11,38,87,16,2
35,1,2,1,9.82348260943207,0,0,2,51,87,27,1
32,0,0,2,17.73269251233369,0,0,9,115,7,15,2
49,1,3,1,11.915636720361167,0,2,10,134,73,40,0
35,0,1,1,21.543029931131464,0,2,19,144,15,29,0
39,1,3,1,21.80168439787961,0,2,19,102,60,48,0
33,1,0,2,7.612482733524877,0,1,15,151,65,40,0
28,1,1,2,7.007226791045077,1,2,17,25,52,29,2
31,1,3,4,1.857127759418388,0,0,15,167,83,40,0
37,1,3,4,6.773180107600193,0,2,11,160,80,44,0
24,1,3,4,11.562046295710113,1,2,5,174,32,12,0
21,1,3,1,2.5491659345913504,0,0,15,75,24,9,2
27,1,3,3,14.948434456345348,0,2,15,67,39,48,2
45,0,1,2,18.34734502402768,0,1,7,160,93,41,0
33,1,3,3,10.229577680205686,0,0,1,74,79,40,1
43,0,2,3,11.541665303534469,0,0,0,119,90,23,1
26,1,3,0,8.481648216373152,1,2,14,115,79,13,0
32,0,1,1,3.949712215456185,1,0,5,30,44,34,2
40,1,1,0,0.427588693557789,0,2,5,80,96,22,2
37,0,3,1,22.04175764641672,0,2,17,113,99,2,0
22,1,1,4,4.960652423625394,0,1,11,44,6,12,2
22,0,3,4,23.439282710370414,0,0,10,89,72,31,2
42,0,3,3,4.090698068951491,0,0,5,57,35,17,1
29,1,3,0,2.538857825094025,0,0,10,63,95,30,2
35,1,0,4,3.2339967300018966,0,0,15,151,25,11,0
38,0,1,2,4.37263293472459,1,0,5,77,71,31,2
18,1,0,4,18.40114084661474,0,2,9,36,66,30,2
47,1,3,0,20.296980143765136,0,2,10,57,76,10,0
31,1,2,4,4.900811293762955,1,2,18,118,41,4,0
49,1,3,2,12.07542842544024,0,1,7,108,38,24,2
41,0,0,1,2.653571167246003,0,0,5,63,7,30,1
28,1,3,2,15.92320603195962,0,2,3,161,2,16,2
35,0,1,1,0.7977504338604966,0,0,3,70,35,23,1
31,0,1,4,12.260695313115814,1,1,16,44,33,46,2
17,1,3,0,4.693982549592801,0,0,13,141,90,17,0
21,0,2,2,7.180094788349253,0,2,3,42,97,28,1
22,1,0,3,11.5581904776631,0,0,19,153,55,33,0
18,1,3,0,18.79182190761316,1,0,9,114,54,23,2
30,1,3,1,22.35345460927553,0,0,11,16,76,30,1
27,1,0,1,10.032081600546414,0,1,18,76,68,3,2
22,1,0,1,3.7268771938158594,0,1,15,44,55,7,2
48,1,1,1,22.6773214015657,0,2,13,88,57,11,2
26,1,0,1,8.669833786477978,0,0,10,115,87,23,2
35,1,1,0,2.1289378108090764,0,0,15,98,52,7,0
22,1,3,3,9.222127410191176,0,2,6,135,49,30,2
29,0,3,2,12.134995717126234,0,1,8,46,4,1,2
33,1,0,0,19.07994410440666,0,0,7,168,2,0,2
43,0,0,1,3.4164893926267084,0,0,16,169,15,44,0
20,1,0,1,11.513978184749096,0,1,4,162,20,18,2
21,1,3,1,23.799255027331547,0,0,10,119,60,12,2
17,0,3,1,20.612909476157704,0,2,15,160,43,6,0
47,1,0,1,6.977312498279632,0,0,11,36,62,49,2
20,1,1,0,11.74783093923534,0,0,0,32,46,43,1
35,0,3,4,12.342731173035864,0,1,1,39,17,40,1
37,1,0,2,11.036406223628765,0,0,15,99,23,5,0
28,0,3,2,12.919492680572652,0,0,17,82,68,31,0
32,1,1,0,8.659695067463856,0,0,13,56,20,36,2
47,0,0,4,19.431850608766823,0,0,16,50,91,2,2
16,1,3,3,3.320764022681347,0,1,1,89,62,8,1
41,1,3,0,16.955280394948453,0,0,9,52,93,39,2
43,0,2,4,8.516180815693746,0,2,10,62,1,17,2
47,0,1,2,11.123694951243484,0,0,9,124,51,22,2
16,1,1,2,11.932303856936311,1,0,15,177,46,3,0
38,1,1,4,19.8684807515556,0,0,1,44,30,10,1
20,1,3,3,0.618488669874103,0,1,0,122,32,28,1
37,1,0,2,4.032164453026507,0,1,18,102,56,34,0
16,1,1,0,15.26880314978038,0,0,18,17,19,26,1
36,0,1,1,10.917174357934174,0,1,16,101,92,32,0
46,0,3,1,20.017004068427767,1,1,5,174,95,27,2
26,0,0,4,9.012703661089294,0,0,5,168,40,45,2
47,1,2,0,22.54500136265847,0,0,19,99,44,27,0
28,1,3,4,21.256965001050887,1,1,14,14,19,16,2
22,0,3,2,4.429428927307678,0,2,19,111,63,36,0
18,1,0,4,4.705196397466431,0,2,5,51,4,39,1
31,1,3,0,2.244646562637268,0,2,15,68,88,39,2
39,1,2,4,12.72068781140835,1,0,14,157,92,45,0
39,0,2,2,2.7102384755847515,0,0,12,11,63,46,1
42,0,1,3,14.040423199479806,0,1,13,85,44,1,2
37,1,3,2,21.50218266880628,0,1,5,84,48,0,2
25,1,0,2,3.9373233046584977,0,2,19,124,20,49,0
34,0,0,0,13.432414461478178,0,2,4,11,36,43,2
23,1,1,4,16.154340870834186,0,2,9,58,5,5,2
16,1,3,3,23.75977285812889,0,0,12,148,78,46,0
34,1,3,3,5.472804943313028,0,1,14,152,41,8,0
46,1,3,3,4.611096287033666,0,0,18,69,18,14,2
19,0,1,1,12.415796045347529,0,2,5,60,13,20,1
49,1,0,3,12.149936242525992,0,0,4,162,13,2,2
37,1,3,3,17.93711165899222,0,0,8,66,11,11,2
26,1,3,1,14.359532410819714,0,2,15,140,42,0,1
37,1,0,2,6.321862451781877,0,2,17,17,10,14,1
39,1,1,3,11.723401366099356,0,0,16,22,10,10,2
37,0,3,2,3.145521806422411,0,1,18,177,25,5,0
44,0,0,2,17.703828204589577,0,1,13,115,9,30,0
46,1,3,0,1.230338128952483,0,2,17,97,71,40,0
19,0,0,2,23.785353582544147,0,0,18,143,83,8,0
26,1,0,3,11.036233677919446,0,2,6,158,95,42,2
20,1,1,4,9.851228438336484,0,0,15,75,52,47,2
46,1,0,4,14.18688049484398,0,0,19,38,94,4,2
18,1,0,4,4.820771030540451,1,2,3,40,28,20,1
46,0,3,4,0.5003097534690113,0,0,16,142,21,20,0
23,0,1,3,16.05251768992942,0,0,6,54,26,26,2
30,0,1,4,20.43864178619925,1,0,9,127,49,15,2
34,0,1,3,18.530392387926245,0,1,16,20,24,41,2
21,0,3,2,2.324323574750303,0,0,10,58,49,11,2
18,0,3,4,12.87393519515346,0,2,0,10,94,28,1
19,1,3,3,16.685439967548014,1,2,7,168,15,1,2
45,1,0,1,3.97953602380527,0,0,2,131,18,24,1
48,0,3,1,10.476677595726226,1,1,10,21,45,49,1
47,0,0,3,3.23703099363971,0,2,6,115,64,46,2
47,1,1,2,14.432201516019694,0,1,18,14,78,4,1
38,1,0,0,8.388265473384516,0,1,6,48,47,9,1
32,1,3,4,17.183095223470836,0,1,17,61,28,40,2
19,1,1,0,2.1283937780505084,0,0,3,154,23,29,2
30,0,3,3,3.617192886755352,0,0,15,111,21,38,0
48,1,2,1,15.689670310434746,0,2,1,123,33,30,1
21,1,0,4,17.465430141089982,0,0,11,174,4,26,0
43,1,2,4,6.073973169007609,0,1,12,144,55,37,0
31,1,0,0,23.031755359753824,0,1,5,95,83,47,2
41,0,3,4,13.87394115057258,1,0,7,12,27,18,1
34,0,3,1,4.821830975857354,0,0,10,85,71,46,2
43,0,1,2,16.745206627784142,1,0,16,51,69,3,2
26,1,2,3,21.892181610734408,0,0,9,54,22,40,1
21,1,3,2,11.50964333843363,1,0,7,10,84,48,1
35,1,2,2,19.398210617079773,0,1,15,10,37,6,2
46,0,0,2,1.956386717572496,0,0,1,101,44,29,1
33,1,2,0,19.84853379522077,0,2,15,53,71,11,2
42,1,1,2,10.296664476259728,0,2,4,137,5,18,2
32,0,1,1,22.96686092185799,1,1,17,20,65,1,2
31,0,0,1,12.107692630013949,0,0,11,65,2,23,2
39,1,1,4,4.0149124569085,0,0,15,125,8,40,0
